material_id,formula,composition,structure,band_gap,functional
mp-775774,AgBiO3,Ag1 Bi1 O3,"Full Formula (Ag2 Bi2 O6)
Reduced Formula: AgBiO3
abc   :   6.688042   6.688042   3.490881
angles:  90.000000  90.000000 107.072638
pbc   :       True       True       True
Sites (10)
  #  SP            a          b     c    magmom
---  ----  ---------  ---------  ----  --------
  0  Ag    -0         -0         -0      -0.008
  1  Ag     0.5        0.5       -0      -0.276
  2  Bi    -0          0.5        0.5     0.003
  3  Bi     0.5       -0          0.5     0.003
  4  O      0.044725   0.309933  -0      -0.002
  5  O      0.309933   0.044725   0      -0.002
  6  O      0.357737   0.642263   0.5    -0.187
  7  O      0.642263   0.357737   0.5    -0.187
  8  O      0.955275   0.690067   0      -0.002
  9  O      0.690067   0.955275  -0      -0.002",0.0,GGA Static
mp-1178562,AgBrO3,Ag1 Br1 O3,"Full Formula (Ag1 Br1 O3)
Reduced Formula: AgBrO3
abc   :   4.303792   4.303792   4.303793
angles:  81.385780  81.385780  81.385779
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ag    0.959355  0.959355  0.959355
  1  Br    0.493045  0.493045  0.493045
  2  O     0.567592  0.097181  0.567592
  3  O     0.097181  0.567592  0.567592
  4  O     0.567592  0.567592  0.097181",2.383,GGA Static
mp-753176,AgCO3,Ag1 C1 O3,"Full Formula (Ag2 C2 O6)
Reduced Formula: AgCO3
abc   :   6.031251   6.031252   6.031253
angles:  48.627516  48.627513  48.627502
pbc   :       True       True       True
Sites (10)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Ag    0         0         -0
  1  Ag    0.5       0.5        0.5
  2  C     0.25      0.250001   0.250001
  3  C     0.75      0.749999   0.749999
  4  O     0.25      0.990827   0.509175
  5  O     0.009173  0.490825   0.75
  6  O     0.490825  0.75       0.009173
  7  O     0.509175  0.25       0.990827
  8  O     0.990827  0.509175   0.25
  9  O     0.75      0.009173   0.490825",0.0,GGA Static
mp-27941,AgClO3,Ag1 Cl1 O3,"Full Formula (Ag4 Cl4 O12)
Reduced Formula: AgClO3
abc   :   7.367088   7.367088   7.367088
angles: 107.884822 107.884822 112.692852
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.297407  0.297407  0                0
  1  Ag    0.702593  0.702593  0                0
  2  Ag    0.25      0.75      0.5              0
  3  Ag    0.75      0.25      0.5              0
  4  Cl    0.190957  0.737686  0.928643         0
  5  Cl    0.737686  0.809043  0.546729         0
  6  Cl    0.262314  0.190957  0.453271         0
  7  Cl    0.809043  0.262314  0.071357         0
  8  O     0.25844   0.577391  0.835832        -0
  9  O     0.577391  0.74156   0.318951        -0
 10  O     0.422609  0.25844   0.681049        -0
 11  O     0.741559  0.422608  0.164168        -0
 12  O     0.062902  0.403547  0.167146        -0
 13  O     0.403547  0.236401  0.340645        -0
 14  O     0.895756  0.062902  0.659355        -0
 15  O     0.236401  0.895756  0.832854        -0
 16  O     0.763599  0.104244  0.167146        -0
 17  O     0.104244  0.937098  0.340645        -0
 18  O     0.596453  0.763599  0.659355        -0
 19  O     0.937098  0.596453  0.832854        -0",2.3983,GGA Static
mp-775761,AgClO3,Ag1 Cl1 O3,"Full Formula (Ag4 Cl4 O12)
Reduced Formula: AgClO3
abc   :   6.627159   6.627159   6.627159
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ag    0.075067  0.075067  0.075067
  1  Ag    0.424933  0.924934  0.575066
  2  Ag    0.575066  0.424933  0.924934
  3  Ag    0.924934  0.575066  0.424933
  4  Cl    0.085067  0.585067  0.914933
  5  Cl    0.414933  0.414933  0.414933
  6  Cl    0.585067  0.914933  0.085067
  7  Cl    0.914933  0.085067  0.585067
  8  O     0.008619  0.200962  0.414669
  9  O     0.085331  0.991381  0.700962
 10  O     0.200962  0.414669  0.008619
 11  O     0.299038  0.585331  0.508619
 12  O     0.414669  0.008619  0.200962
 13  O     0.491381  0.799038  0.914669
 14  O     0.508619  0.299038  0.585331
 15  O     0.585331  0.508619  0.299038
 16  O     0.700962  0.085331  0.991381
 17  O     0.799038  0.914669  0.491381
 18  O     0.914669  0.491381  0.799038
 19  O     0.991381  0.700962  0.085331",2.925,GGA Static
mp-776199,AgClO3,Ag1 Cl1 O3,"Full Formula (Ag4 Cl4 O12)
Reduced Formula: AgClO3
abc   :   5.416860   6.967275   8.843056
angles:  67.819349  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.26288   0.307858  0.176257        -0
  1  Ag    0.76288   0.692142  0.323743        -0
  2  Ag    0.23712   0.307858  0.676257        -0
  3  Ag    0.73712   0.692142  0.823743        -0
  4  Cl    0.222608  0.823059  0.024946         0
  5  Cl    0.722608  0.176941  0.475054         0
  6  Cl    0.277392  0.823059  0.524946         0
  7  Cl    0.777392  0.176941  0.975054         0
  8  O     0.843092  0.091785  0.153637        -0
  9  O     0.477698  0.727756  0.043341        -0
 10  O     0.043966  0.643002  0.106874        -0
 11  O     0.543966  0.356998  0.393126        -0
 12  O     0.977698  0.272244  0.456659        -0
 13  O     0.343092  0.908215  0.346363        -0
 14  O     0.656908  0.091785  0.653637        -0
 15  O     0.022302  0.727756  0.543341        -0
 16  O     0.456034  0.643002  0.606874        -0
 17  O     0.956034  0.356998  0.893126        -0
 18  O     0.522302  0.272244  0.956659        -0
 19  O     0.156908  0.908215  0.846363        -0",3.1130999999999998,GGA Static
mp-1178561,AgClO3,Ag1 Cl1 O3,"Full Formula (Ag1 Cl1 O3)
Reduced Formula: AgClO3
abc   :   4.324921   4.324921   4.324921
angles:  78.851462  78.851462  78.851455
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.023337  0.023337  0.023337         0
  1  Cl    0.505484  0.505484  0.505484        -0
  2  O     0.864992  0.423093  0.423093         0
  3  O     0.423093  0.864992  0.423093         0
  4  O     0.423093  0.423093  0.864992         0",2.7117,GGA Static
mp-759939,AgGeO3,Ag1 Ge1 O3,"Full Formula (Ag2 Ge2 O6)
Reduced Formula: AgGeO3
abc   :   2.993014   5.324973   7.139362
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP      a         b         c    magmom
---  ----  ---  --------  --------  --------
  0  Ag    0.5  0.021708  0.75         0.001
  1  Ag    0.5  0.978292  0.25        -0.001
  2  Ge    0    0.5       0            0
  3  Ge    0    0.5       0.5         -0
  4  O     0.5  0.260194  0.030233    -0.001
  5  O     0.5  0.260194  0.469767     0.001
  6  O     0    0.403753  0.75        -0.001
  7  O     0    0.596247  0.25         0.001
  8  O     0.5  0.739806  0.969767    -0
  9  O     0.5  0.739806  0.530233     0.001",0.0,GGA Static
mp-779664,AgGeO3,Ag1 Ge1 O3,"Full Formula (Ag2 Ge2 O6)
Reduced Formula: AgGeO3
abc   :   5.158475   9.308652   3.170383
angles:  89.955670  90.385354  90.403507
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.998954  0.001717  0.991832         0
  1  Ag    0.992231  0.502236  0.98429         -0
  2  Ge    0.40475   0.752175  0.489163         0
  3  Ge    0.588368  0.250163  0.482193         0
  4  O     0.209519  0.594595  0.486721        -0
  5  O     0.217492  0.911435  0.493264         0
  6  O     0.408559  0.247762  0.980075        -0
  7  O     0.58546   0.751885  0.991049        -0
  8  O     0.770498  0.412574  0.481429        -0
  9  O     0.782749  0.093696  0.488958         0",0.0,GGA Static
mp-779706,AgGeO3,Ag1 Ge1 O3,"Full Formula (Ag4 Ge4 O12)
Reduced Formula: AgGeO3
abc   :  10.407862   8.850075   3.172893
angles:  89.985762  89.991372  90.095515
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.995836  0.999372  0.026951     0.001
  1  Ag    0.995405  0.501708  0.025651     0.001
  2  Ag    0.495326  0.998334  0.047532    -0.001
  3  Ag    0.495898  0.500562  0.030859    -0.001
  4  Ge    0.208288  0.753457  0.534601     0
  5  Ge    0.284772  0.251396  0.541391    -0
  6  Ge    0.708203  0.747423  0.532038    -0
  7  Ge    0.784759  0.247755  0.525614     0
  8  O     0.107071  0.591604  0.527576     0
  9  O     0.115634  0.921733  0.528973     0
 10  O     0.195212  0.250439  0.04132     -0
 11  O     0.29814   0.750351  0.034297     0
 12  O     0.377204  0.421035  0.533232    -0
 13  O     0.383197  0.087665  0.547911    -0
 14  O     0.60697   0.908577  0.544938    -0
 15  O     0.615488  0.578093  0.52949     -0
 16  O     0.695284  0.249402  0.02565      0
 17  O     0.798155  0.749914  0.032136    -0
 18  O     0.876989  0.07904   0.525603     0
 19  O     0.883205  0.412143  0.524742     0",0.0,GGA Static
mp-891854,AgGeO3,Ag1 Ge1 O3,"Full Formula (Ag2 Ge2 O6)
Reduced Formula: AgGeO3
abc   :   3.170383   5.158475   9.308652
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP      a         b         c    magmom
---  ----  ---  --------  --------  --------
  0  Ag    0.5  0.503362  0.001717         0
  1  Ag    0.5  0.496638  0.501717         0
  2  Ge    0    0.909157  0.752175        -0
  3  Ge    0    0.090843  0.252175        -0
  4  O     0    0.713926  0.594595        -0
  5  O     0    0.721899  0.911435         0
  6  O     0.5  0.912966  0.247762        -0
  7  O     0.5  0.087034  0.747762        -0
  8  O     0    0.278101  0.411435         0
  9  O     0    0.286074  0.094595        -0",0.0,GGA Static
mp-891880,AgGeO3,Ag1 Ge1 O3,"Full Formula (Ag16 Ge16 O48)
Reduced Formula: AgGeO3
abc   :  10.323074   9.273411  12.646994
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (80)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0         0         0           -0.232
  1  Ag    0         0         0.253219     0.287
  2  Ag    0         0.5       0            0.296
  3  Ag    0         0         0.5         -0.342
  4  Ag    0         0.5       0.248956    -0.272
  5  Ag    0         0         0.746781     0.287
  6  Ag    0         0.5       0.5          0.25
  7  Ag    0         0.5       0.751044    -0.272
  8  Ag    0.5       0         0            0.296
  9  Ag    0.5       0         0.248956    -0.272
 10  Ag    0.5       0         0.5          0.25
 11  Ag    0.5       0.5       0           -0.232
 12  Ag    0.5       0.5       0.253219     0.287
 13  Ag    0.5       0.5       0.5         -0.342
 14  Ag    0.5       0         0.751044    -0.272
 15  Ag    0.5       0.5       0.746781     0.287
 16  Ge    0.204462  0.751838  0.125219     0.001
 17  Ge    0.204462  0.751838  0.874781     0.001
 18  Ge    0.205937  0.751776  0.375101    -0.001
 19  Ge    0.205937  0.751776  0.624899    -0.001
 20  Ge    0.294063  0.251776  0.375101    -0.001
 21  Ge    0.294063  0.251776  0.624899    -0.001
 22  Ge    0.295538  0.251838  0.125219     0.001
 23  Ge    0.295538  0.251838  0.874781     0.001
 24  Ge    0.704462  0.748162  0.125219     0.001
 25  Ge    0.704462  0.748162  0.874781     0.001
 26  Ge    0.705937  0.748224  0.375101    -0.001
 27  Ge    0.705937  0.748224  0.624899    -0.001
 28  Ge    0.794063  0.248224  0.375101    -0.001
 29  Ge    0.794063  0.248224  0.624899    -0.001
 30  Ge    0.795538  0.248162  0.125219     0.001
 31  Ge    0.795538  0.248162  0.874781     0.001
 32  O     0.103847  0.598418  0.374224    -0.003
 33  O     0.103847  0.598418  0.625776    -0.003
 34  O     0.108382  0.910258  0.126432     0.01
 35  O     0.108382  0.910258  0.873568     0.01
 36  O     0.110715  0.591848  0.124738     0.004
 37  O     0.110715  0.591848  0.875262     0.004
 38  O     0.119076  0.91674   0.376581    -0.011
 39  O     0.119076  0.91674   0.623419    -0.011
 40  O     0.203531  0.246284  0.5         -0.001
 41  O     0.205721  0.253318  0            0.002
 42  O     0.204315  0.250919  0.249793    -0.001
 43  O     0.204315  0.250919  0.750207    -0.001
 44  O     0.295685  0.750919  0.249793    -0.001
 45  O     0.295685  0.750919  0.750207    -0.001
 46  O     0.294279  0.753318  0            0.002
 47  O     0.296469  0.746284  0.5         -0.001
 48  O     0.380924  0.41674   0.376581    -0.011
 49  O     0.380924  0.41674   0.623419    -0.011
 50  O     0.389285  0.091848  0.124738     0.004
 51  O     0.389285  0.091848  0.875262     0.004
 52  O     0.391618  0.410258  0.126432     0.01
 53  O     0.391618  0.410258  0.873568     0.01
 54  O     0.396153  0.098418  0.374224    -0.003
 55  O     0.396153  0.098418  0.625776    -0.003
 56  O     0.603847  0.901582  0.374224    -0.003
 57  O     0.603847  0.901582  0.625776    -0.003
 58  O     0.608382  0.589742  0.126432     0.01
 59  O     0.608382  0.589742  0.873568     0.01
 60  O     0.610715  0.908152  0.124738     0.004
 61  O     0.610715  0.908152  0.875262     0.004
 62  O     0.619076  0.58326   0.376581    -0.011
 63  O     0.619076  0.58326   0.623419    -0.011
 64  O     0.703531  0.253716  0.5         -0.001
 65  O     0.705721  0.246682  0            0.002
 66  O     0.704315  0.249081  0.249793    -0.001
 67  O     0.704315  0.249081  0.750207    -0.001
 68  O     0.795685  0.749081  0.249793    -0.001
 69  O     0.795685  0.749081  0.750207    -0.001
 70  O     0.794279  0.746682  0            0.002
 71  O     0.796469  0.753716  0.5         -0.001
 72  O     0.880924  0.08326   0.376581    -0.011
 73  O     0.880924  0.08326   0.623419    -0.011
 74  O     0.889285  0.408152  0.124738     0.004
 75  O     0.889285  0.408152  0.875262     0.004
 76  O     0.891618  0.089742  0.126432     0.01
 77  O     0.891618  0.089742  0.873568     0.01
 78  O     0.896153  0.401582  0.374224    -0.003
 79  O     0.896153  0.401582  0.625776    -0.003",0.0,GGA Static
mp-27384,AgIO3,Ag1 I1 O3,"Full Formula (Ag8 I8 O24)
Reduced Formula: AgIO3
abc   :   5.669286   7.239415  15.254440
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.006695  0.600267  0.704647        -0
  1  Ag    0.506695  0.399733  0.295353        -0
  2  Ag    0.006695  0.399733  0.204647        -0
  3  Ag    0.506695  0.600267  0.795353        -0
  4  Ag    0.997322  0.125175  0.708233        -0
  5  Ag    0.497322  0.874825  0.291767        -0
  6  Ag    0.997322  0.874825  0.208233        -0
  7  Ag    0.497322  0.125175  0.791767        -0
  8  I     0.595008  0.864259  0.58787          0
  9  I     0.095008  0.135741  0.41213          0
 10  I     0.595008  0.135741  0.08787          0
 11  I     0.095008  0.864259  0.91213          0
 12  I     0.523216  0.359804  0.586846        -0
 13  I     0.023216  0.640196  0.413154        -0
 14  I     0.523216  0.640196  0.086846        -0
 15  I     0.023216  0.359804  0.913154        -0
 16  O     0.170325  0.36765   0.805693         0
 17  O     0.670325  0.63235   0.194307         0
 18  O     0.170325  0.63235   0.305693         0
 19  O     0.670325  0.36765   0.694307         0
 20  O     0.119269  0.859592  0.793222        -0
 21  O     0.619269  0.140408  0.206778        -0
 22  O     0.119269  0.140408  0.293222        -0
 23  O     0.619269  0.859592  0.706778        -0
 24  O     0.300439  0.054774  0.929379         0
 25  O     0.800439  0.945226  0.070621         0
 26  O     0.300439  0.945226  0.429379         0
 27  O     0.800439  0.054774  0.570621         0
 28  O     0.82555   0.168199  0.887036        -0
 29  O     0.32555   0.831801  0.112964        -0
 30  O     0.82555   0.831801  0.387036        -0
 31  O     0.32555   0.168199  0.612964        -0
 32  O     0.321999  0.552797  0.604064        -0
 33  O     0.821999  0.447203  0.395936        -0
 34  O     0.321999  0.447203  0.104064        -0
 35  O     0.821999  0.552797  0.895936        -0
 36  O     0.803777  0.67465   0.568353         0
 37  O     0.303777  0.32535   0.431647         0
 38  O     0.803777  0.32535   0.068353         0
 39  O     0.303777  0.67465   0.931647         0",2.4375,GGA Static
